微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IyeS1ckfR,#微观民生#【兴化9条措施激励疫情防控一线专业技术人才】近日，兴化市下发《关于对新冠肺炎疫情防控一线专业技术人员实行人事人才激励措施的通知》，从职称评审政策倾斜、提升岗位结构比例、畅通优先晋升渠道、开辟编制绿色通道、提供人才项目倾斜等5个方面提出9条“干货”措施，激励引导广大专业技术人员在疫情防控一线担当作为。 ,,无,无,无,2020-03-12 10:42,微博 weibo.com,0,0,0
IyeyWhSte,#微观民生#【体育中考时间待定，考试项目不变】疫情之下，初三学生体育训练的节奏被打破，同时又面临着体育中考的压力。今年体育中考会不会延期，项目会不会调整？不少学生和家长都在询问类似的问题。针对这一情况，教育部门表示，今年我市体育中考时间待定，考试项目仍按去年方案执行。  ,,无,无,无,2020-03-12 09:55,微博 weibo.com,3,0,1
IyeaQjcvt,2020年3月11日0-24时，江苏省无新增新型冠状病毒肺炎确诊病例。新增出院病例1例，新增重型病例1例（原为危重型病例）。3月11日江苏无新增新型冠状病毒肺炎确诊病例  ,,无,无,无,2020-03-12 08:55,OPPO R9,2,0,0
Iye1ftTPs,#微观民生#【全市民企党组织全力护航企业复工复产】连日来，全市各民营企业党组织积极行动，发挥企业“主心骨”作用，组织党员冲在一线、干在一线，全力打好疫情防控阻击战，全面保障企业安全有序复工复产。  ,,无,无,无,2020-03-12 08:32,微博 weibo.com,3,0,1
IydOLzVnO,#今日天气# 早安，泰州！今天多云转阴，下午到夜里有时有小雨。东南风3级，夜里转东北风4级左右。今天最高气温：17℃，明晨最低气温：9℃。  原图 ,,http://wx1.sinaimg.cn/large/be780da6gy1gcqthac3zsj208m062weh.jpg,无,无,2020-03-12 08:01,OPPO R9,0,0,0
Iy9wNFqNX,#悟在泰州# 眼宽，看天下景；心宽，容天下事。晚安！  原图 ,,http://wx3.sinaimg.cn/large/be780da6gy1gconbp9fykj208605ujs2.jpg,无,无,2020-03-11 21:06,微博 weibo.com,3,1,0
Iy9pXmd7v,#微观民生# 通知！这部分房租可减免……通知！这部分房租可减免……  ,,无,无,无,2020-03-11 20:49,OPPO R9,1,0,0
Iy98YsJ8F,#微观民生# 每笔生意捐1元钱支持抗疫，这位女摊主已经捐了24天……每笔生意捐1元钱支持抗疫，这位女摊主已经捐了24天……  ,,无,无,无,2020-03-11 20:07,OPPO R9,0,0,0
Iy8Xum1iZ,#微观民生# 3月12日上午8时起，“祥泰码”为在市域范围内通行（包括进出机关企事业单位、小区、村庄、工厂、医疗机构、超市、农贸市场、商场等场所）的有效凭证，各地、各有关部门（单位）自行制发的其他相关通行凭证停止使用。为贯彻落实相关工作要求，积极配合相关部门做好疫情防控工作，根据有关规定，公安机关将对不如实申报“祥泰码”等涉疫类案件予以依法严惩。http://t.cn/A6zbvmpn ,,无,无,无,2020-03-11 19:39,微博 weibo.com,3,2,10
Iy8BYvFGr,#微观民生# 今年，主城区这四条道路将大变样！今年，主城区这四条道路将大变样！  ,,无,无,无,2020-03-11 18:46,微博 weibo.com,1,1,1
Iy8g3w6If,#微观民生#【无缝衔接急救绿色生命通道】让更多市民具备专业急救技能，成为合格的急救“第一目击者”。泰州市第四人民医院“第一目击者救在身边”急救培训队伍，通过培训社会公众急救技能，延伸医务人员触角，在意外发生时院外现场实现正确处置，无缝衔接急救绿色生命通道，及时有效挽救更多人的生命。  原图 ,,http://wx1.sinaimg.cn/large/be780da6gy1gcpsemaz23j20b408cmzz.jpg,无,无,2020-03-11 17:52,微博 weibo.com,0,0,0
Iy7VmcwRf,#微观民生#【高港：打出复工复产“组合拳” 助力企业按下“快进键”】自复工复产“冲锋号”吹响以来，泰州市高港区创新工作机制、当好“店小二”、靠前服务，率先行动、打出“组合拳”、助力企业复工复产。截至3月9日，全区复工企业2201家，其中规上工业企业192家全部复工，重点骨干企业31家全部复工。  [组图共9张] 原图 ,,"http://ww4.sinaimg.cn/large/be780da6gy1gcpsd70bg8j20b408cdj0.jpg,http://ww4.sinaimg.cn/large/be780da6gy1gcpsd751ibj20b408cq50.jpg,http://ww1.sinaimg.cn/large/be780da6gy1gcpsd72bgvj20b408bdi8.jpg,http://ww4.sinaimg.cn/large/be780da6gy1gcpsd72773j20b408b76c.jpg,http://ww3.sinaimg.cn/large/be780da6gy1gcpsd73oymj20b407c76t.jpg,http://ww4.sinaimg.cn/large/be780da6gy1gcpsd76aywj20b407dtao.jpg,http://ww4.sinaimg.cn/large/be780da6gy1gcpsd77iklj20b408b400.jpg,http://ww3.sinaimg.cn/large/be780da6gy1gcpsd789djj20b408bq58.jpg,http://ww3.sinaimg.cn/large/be780da6gy1gcpsd79k50j20b408c76l.jpg",无,无,2020-03-11 17:01,微博 weibo.com,0,1,0
Iy7Pk6dPN,居家人士请注意，12条权威科普问答来了！【新型冠状病毒科普知识】（308）居家人士请注意，12条权威科普问答来了！【新型冠状病毒科普知识】（308）  ,,无,无,无,2020-03-11 16:46,360安全浏览器,1,0,0
Iy7DU7Q0a,#微观民生#【姜堰建设首家乡土植物主题公园】日前，姜堰区召开城乡规划委员会第一次会议，听取并原则同意《中天植物园规划方案》。这标志着姜堰区将建设我市首家以乡土植物为主题的植物园。中天植物园位于姜堰城区东南部，北至中天二村南侧（老328国道东南环），南至328国道，东至229省道，西至丁宇路，公园总占地面积约180亩。中天植物园的建设填补了姜堰城市东南片公园绿地的空白，同时为市民提供了一处兼科普、休闲、健身的场所。 原图 ,,http://wx4.sinaimg.cn/large/be780da6gy1gcpsci6wvrj20b408c41j.jpg,无,无,2020-03-11 16:18,微博 weibo.com,2,0,3
Iy7x0eO55,#微观民生# 明天起，二级以上医院实行预约诊疗明天起，二级以上医院实行预约诊疗  ,,无,无,无,2020-03-11 16:01,微博 weibo.com,0,0,0
Iy7ms2sFI,#微观民生#【“情暖华泰5880” 志愿服务惠及整个辖区居民】为创新社会治理模式，泰兴市济川街道华泰社区成立“情暖华泰5880（我帮帮您）”志愿服务队，大力开展扶弱帮困、交通执勤、矛盾调解、便民服务等志愿服务。截至目前，志愿服务队有注册志愿者超3000人，占社区常住人口比例的20%，志愿服务惠及整个辖区居民。 原图 ,,http://wx1.sinaimg.cn/large/be780da6gy1gcon89647ej20b40et0xh.jpg,无,无,2020-03-11 15:35,微博 weibo.com,0,1,0
Iy73nb8PM,#微观民生#【被困湖北50余天，姜堰学子日记表心声】面对突如其来的新冠肺炎疫情，人和人之间的现实距离一夜之间被拉远。彼此间的问候，只能通过电话、微信、日记来表达。姜堰区实验初中七（13）班的学生韩润泽，已经被隔离在老家湖北十堰市竹溪县50余天。“相隔千里，隔不断浓浓的师生情谊。”他在日记里记录了姜堰老师、同学对他的关爱，也表达了自己深深的感激和思念之情。 原图 ,,http://wx4.sinaimg.cn/large/be780da6gy1gcon7ou70rj207908utc5.jpg,无,无,2020-03-11 14:48,微博 weibo.com,4,0,0
Iy6Kiljf3,#微观民生#【优衣库进驻泰州万达，预计8月开业】著名休闲品牌优衣库UNIQLO即将入驻泰州万达广场，地点就在之前的木马王国。品牌方预计将于4月中下旬进场装修，不出意外的话，今年8月份优衣库就可以和泰州市民见面了。优衣库店铺面积一般比较大，除了年轻人，老人、小孩、婴儿的服饰也包括在内。泰州首家门店面积约1600㎡，仓储型店铺摒弃不必要的装潢装饰，采用超市型自助购物方式，开业后将为泰州消费者带来不一样的购物体验。 原图 ,,http://wx1.sinaimg.cn/large/be780da6gy1gcon785gjzj209i076q6o.jpg,无,无,2020-03-11 14:01,微博 weibo.com,15,4,6
Iy5WM9HD2,#权威发布# 3月10日，市委书记史立军专题调研城建惠民工作。他强调，要在毫不放松抓好疫情防控的同时，切实担当起“建好城市为人民”的职责使命，深入推进城建惠民两年行动计划，办好关系群众切身利益的身边事，解决好影响群众生产生活的烦心事，以城建惠民的突出成果，加快建设人民满意的幸福城市。  ,,无,无,无,2020-03-11 11:59,微博 weibo.com,0,0,0
Iy5HL5bv0,#微观民生#【防控措施不松懈】 抗击新冠肺炎疫情防控措施仍一刻不能松懈，医药高新区分局周山河派出所社区民警来到凤凰街道殷蒋社区卡口，协助社区人员做好检疫防疫工作，指导落实安全防控措施，提醒增强工作责任心，坚决守好村口安全关。  原图 ,,http://wx3.sinaimg.cn/large/be780da6gy1gcon6np7wzj20b408bju5.jpg,无,无,2020-03-11 11:22,微博 weibo.com,1,0,0
Iy5yqaubF,#微观民生# 逛菜场、超市、商场的泰州人注意，明天起……逛菜场、超市、商场的泰州人注意，明天起……  ,,无,无,无,2020-03-11 10:59,微博 weibo.com,2,0,4
Iy5pTzpII,#微观民生#【市区部分餐饮店恢复堂食】海陵区8日发布有关服务业复工复业工作的通告，其中提到符合条件的餐饮企业可自主决定复工复业。同时，还发布服务业防控指引，对餐饮服务管理提出了明确的要求。扫码测温进店、隔位就座分餐……“恢复堂食”的消息刷爆吃货们的朋友圈。  原图 ,,http://wx2.sinaimg.cn/large/be780da6gy1gcon5xqmngj205w08fgoi.jpg,无,无,2020-03-11 10:38,微博 weibo.com,3,0,1
Iy5dS1pnq,#微观民生# 430万泰州人已申领！关于“祥泰码”，这20个问题你一定关心……430万泰州人已申领！关于“祥泰码”，这20个问题你一定关心……  ,,无,无,无,2020-03-11 10:08,360安全浏览器,3,0,5
Iy56pz5sy,#微观民生#【泰兴筑牢防线阻断因疫致贫返贫】 春节过后，泰兴上下快速行动，统筹做好疫情防控和经济社会发展，不断完善市镇村三级防贫返贫监测网络，推进村级增收项目复工，加快产业扶贫等等，多举措筑牢因“疫”致贫返贫防线。截至目前，泰兴市36个村集体增收项目全部复工，帮助65名低收入家庭子女创造就业条件，帮助173名低收入人员解决正常患病就医问题，为2066名建档立卡家庭解决生产生活困难。 ,,无,无,无,2020-03-11 09:50,微博 weibo.com,0,0,0
Iy4FQetu8,2020年3月10日0-24时，江苏省无新增新型冠状病毒肺炎确诊病例。新增出院病例5例。3月10日江苏无新增新型冠状病毒肺炎确诊病例  ,,无,无,无,2020-03-11 08:44,OPPO R9,2,0,8
Iy4BYfiIk,#微观民生#【泰兴办理出口退税近亿元】 为支持外贸企业复工复产，泰兴税务部门对纳税人出口退（免）税申报事项简化手续，非常时期纳税人只要在网上提交有关出口的电子数据即可，待疫情结束后再补报纸质资料。泰兴税务、财政、人行等部门紧密配合，对于无疑点的实行“当日受理，当日退税”。截至目前，已累计为148户外贸重点企业办理出口退税近亿元，有力地助推企业抢抓机遇扩大产能。 ,,无,无,无,2020-03-11 08:35,微博 weibo.com,0,0,0
Iy4gtAhg5,#今日天气# 早安，泰州！今天多云，偏西风转偏南风3级左右。今天最高气温：15℃，明晨最低气温：7℃。  原图 ,,http://wx4.sinaimg.cn/large/be780da6ly1gcpnazqvb0j207q058wem.jpg,无,无,2020-03-11 07:42,OPPO R9,0,0,0
IxYQneW1n,#爱在泰州#【爱心商户捐赠4000多箱牛奶支持抗疫】连日来，姜堰牛奶经销户李正桂马不停蹄，带着满满两车牛奶，到姜堰罗塘街道沿河村、三水街道李堡村等疫情防控的基层村居卡口，先后捐赠了1236箱卫岗牌牛奶。截至目前，李正桂和妻子先后走了近20家单位，捐赠4000多箱牛奶，价值约15万元。  ,,无,无,无,2020-03-10 17:54,微博 weibo.com,2,0,1
IxYy6yx3U,#微观民生#【10万公斤滞销香菇成“香饽饽”】连日来，位于姜堰区三水街道的泰州市鸿程食用菌种植专业合作社原本滞销的10万公斤香菇成了“香饽饽”。合作社菇农说：“多亏街道工作人员当起‘推销员’，组织“以购代捐”活动，挽回了几十万元损失。”  ,,无,无,无,2020-03-10 17:09,微博 weibo.com,3,0,2
IxYfQhgU5,#微观民生#【中药预防方剂】 近日，在市中医院，工作人员对中药方剂进行包装。新冠肺炎疫情发生以来，市中医院积极推进中医、中药参与防控、救治工作，按照“中医治未病”的理念，推荐预防中药处方，为一线医务人员、公安干警、患者等及时推荐配送香囊、中药预防方剂等，积极进行预防干预。  ,,无,无,无,2020-03-10 16:24,微博 weibo.com,0,0,1
IxY4SAGcR,#微观民生# 泰州这家企业加班生产，给武汉捐了7万多箱速冻面食产品……泰州这家企业加班生产，给武汉捐了7万多箱速冻面食产品……  ,,无,无,无,2020-03-10 15:57,微博 weibo.com,2,1,0
IxXXawEm7,#微观民生#【我市安全生产有奖举报工作“升级”了】拓宽举报渠道、简化举报方式、加大奖励力度……3月9日，市政府办公室印发《泰州市安全生产领域举报奖励办法的通知》，对举报内容限制、奖金发放限制、操作审核限制等进行进一步修订。截至今年2月底，全市共受理各类安全生产举报721件，已核查688件，492件符合奖励条件，奖励38.2万元，其中单件最高奖励3万元。 ,,无,无,无,2020-03-10 15:38,微博 weibo.com,0,0,1
IxXDhs9te,#微观民生#【华丽公司给外省员工送上“定心丸”】 连日来，远在湖北的泰州市华丽新材料有限公司员工程其，虽然未能到厂上班，仍每天可拿60元的补贴。这是华丽公司给至今未返厂的外省员工送上的温暖“定心丸”。位于张甸镇的华丽公司是姜堰区支柱工业企业，生产的塑料地砖、PVC及秸塑饰面材料等产品畅销国内外，去年开票销售24亿多元。该公司1800多名员工，一半来自外地。目前，企业已包车接回外地员工319名。待疫情结束，公司将继续包车接回外地员工。 原图 ,,http://wx3.sinaimg.cn/large/be780da6gy1gcomo6i234j20b408hwgp.jpg,无,无,2020-03-10 14:49,微博 weibo.com,1,0,3
IxXjNs7rj,#微观民生#【我市获省高新技术企业培育资金3912万元】2019年我市高企培育工作成效显著，362家企业列入省高新技术企业培育库，同比增长91.5%，240家在库企业成功培育为国家高新技术企业。获得省高新技术企业培育资金3912万元，同比增长347%，创历史新高。  ,,无,无,无,2020-03-10 14:01,微博 weibo.com,0,0,0
